Input	Input Type	MGI Gene/Marker ID	Ensembl ID
Anp32b	current symbol	MGI:1914878	ENSMUSG00000028333
Anp32e	current symbol	MGI:1913721	ENSMUSG00000015749
Antxr1	current symbol	MGI:1916788	ENSMUSG00000033420
Anxa1	current symbol	MGI:96819	ENSMUSG00000024659
Anxa2	current symbol	MGI:88246	ENSMUSG00000032231
Anxa3	current symbol	MGI:1201378	ENSMUSG00000029484
Anxa4	current symbol	MGI:88030	ENSMUSG00000029994
Anxa5	current symbol	MGI:106008	ENSMUSG00000027712
Anxa7	current symbol	MGI:88031	ENSMUSG00000021814
Anxa8	current symbol	MGI:1201374	ENSMUSG00000021950
Aox1	current symbol	MGI:88035	ENSMUSG00000063558
Aox3	current symbol	MGI:1918974	ENSMUSG00000064294
Ap1b1	current symbol	MGI:1096368	ENSMUSG00000009090
Ap1m2	current symbol	MGI:1336974	ENSMUSG00000003309
Ap1s1	current symbol	MGI:1098244	ENSMUSG00000004849
Ap1s1	rat symbol	MGI:1914049	ENSMUSG00000025939
Ap2a1	current symbol	MGI:101921	ENSMUSG00000060279
Ap2b1	current symbol	MGI:1919020	ENSMUSG00000035152
Ap2m1	current symbol	MGI:1298405	ENSMUSG00000022841
Ap2s1	current symbol	MGI:2141861	ENSMUSG00000008036
Ap3b1	current symbol	MGI:1333879	ENSMUSG00000021686
Ap3d1	current symbol	MGI:107734	ENSMUSG00000020198
Ap3m1	current symbol	MGI:1929212	ENSMUSG00000021824
Ap3m2	current symbol	MGI:1929214	ENSMUSG00000031539
Ap3s1	current symbol	MGI:1337062	ENSMUSG00000024480
Ap3s2	current symbol	MGI:1337060	ENSMUSG00000063801
Ap4b1	current symbol	MGI:1337130	ENSMUSG00000032952
Ap4e1	current symbol	MGI:1336993	ENSMUSG00000001998
Ap4s1	current symbol	MGI:1337065	ENSMUSG00000020955
Apaf1	current symbol	MGI:1306796	ENSMUSG00000019979
Apba3	current symbol	MGI:1888527	ENSMUSG00000004931
Apc	current symbol	MGI:88039	ENSMUSG00000005871
Apc	human synonym	MGI:97771	ENSMUSG00000024386
Apcdd1	current symbol	MGI:3513977	ENSMUSG00000071847
Api5	current symbol	MGI:1888993	ENSMUSG00000027193
Apip	current symbol	MGI:1926788	ENSMUSG00000010911
Apitd1	old symbol	MGI:1917178	ENSMUSG00000073705
Aplf	current symbol	MGI:1919353	ENSMUSG00000030051
Aplp2	current symbol	MGI:88047	ENSMUSG00000031996
Apoa1bp	old symbol	MGI:2180167	ENSMUSG00000028070
Apobec1	current symbol	MGI:103298	ENSMUSG00000040613
Apobec2	current symbol	MGI:1343178	ENSMUSG00000040694
Apobec3	current symbol	MGI:1933111	ENSMUSG00000009585
Apobr	current symbol	MGI:2176230	ENSMUSG00000042759
Apod	current symbol	MGI:88056	ENSMUSG00000022548
Apom	current symbol	MGI:1930124	ENSMUSG00000024391
App	current symbol	MGI:88059	ENSMUSG00000022892
Appbp2	current symbol	MGI:1914134	ENSMUSG00000018481
Appl1	current symbol	MGI:1920243	ENSMUSG00000040760
Appl2	human synonym	MGI:88047	ENSMUSG00000031996
Appl2	current symbol	MGI:2384914	ENSMUSG00000020263
Appl2	zebrafish symbol	MGI:2146071	ENSMUSG00000051786
Aprt	current symbol	MGI:88061	ENSMUSG00000006589
Aptx	current symbol	MGI:1913658	ENSMUSG00000028411
Aqp3	current symbol	MGI:1333777	ENSMUSG00000028435
Aqp8	current symbol	MGI:1195271	ENSMUSG00000030762
Aqr	current symbol	MGI:1276102	ENSMUSG00000040383
Arap1	current symbol	MGI:1916960	ENSMUSG00000032812
Arcn1	current symbol	MGI:2387591	ENSMUSG00000032096
Arf6	current symbol	MGI:99435	ENSMUSG00000044147
Arfgap1	current symbol	MGI:2183559	ENSMUSG00000027575
Arfgap1	human synonym	MGI:1913501	ENSMUSG00000054277
Arfgap3	current symbol	MGI:1913501	ENSMUSG00000054277
Arfgef1	current symbol	MGI:2442988	ENSMUSG00000067851
Arfgef2	current symbol	MGI:2139354	ENSMUSG00000074582
Arfip2	current symbol	MGI:1924182	ENSMUSG00000030881
Arfrp1	current symbol	MGI:1923938	ENSMUSG00000038671
Arhgap1	current symbol	MGI:2445003	ENSMUSG00000027247
Arhgap12	current symbol	MGI:1922665	ENSMUSG00000041225
Arhgap19	current symbol	MGI:1918335	ENSMUSG00000025154
Arhgap21	current symbol	MGI:1918685	ENSMUSG00000036591
Arhgap22	current symbol	MGI:2443418	ENSMUSG00000063506
Arhgap23	current symbol	MGI:3697726	ENSMUSG00000049807
Arhgap28	current symbol	MGI:2147003	ENSMUSG00000024043
Arhgap30	current symbol	MGI:2684948	ENSMUSG00000048865
Arhgap32	current symbol	MGI:2450166	ENSMUSG00000041444
Arhgap33	current symbol	MGI:2673998	ENSMUSG00000036882
Arhgap5	current symbol	MGI:1332637	ENSMUSG00000035133
Arhgap8	current symbol	MGI:1920417	ENSMUSG00000078954
Arhgap8	old symbol	MGI:1924714	ENSMUSG00000036106
Arhgdib	current symbol	MGI:101940	ENSMUSG00000030220
Arhgdig	zebrafish symbol	MGI:101940	ENSMUSG00000030220
Arhgdig	current symbol	MGI:108430	ENSMUSG00000073433
Arhgef1	current symbol	MGI:1353510	ENSMUSG00000040940
Arhgef10	current symbol	MGI:2444453	ENSMUSG00000071176
Arhgef10l	current symbol	MGI:1920004	ENSMUSG00000040964
Arhgef12	current symbol	MGI:1916882	ENSMUSG00000059495
Arhgef15	current symbol	MGI:3045246	ENSMUSG00000052921
Arhgef17	current symbol	MGI:2673002	ENSMUSG00000032875
Arhgef18	current symbol	MGI:2142567	ENSMUSG00000004568
Arhgef2	current symbol	MGI:103264	ENSMUSG00000028059
Arhgef25	current symbol	MGI:1277173	ENSMUSG00000019467
Arhgef3	current symbol	MGI:1918954	ENSMUSG00000021895
Arhgef4	current symbol	MGI:2442507	ENSMUSG00000037509
Arhgef40	current symbol	MGI:2685515	ENSMUSG00000004562
Arid1a	current symbol	MGI:1935147	ENSMUSG00000007880
Arid1b	current symbol	MGI:1926129	ENSMUSG00000069729
Arid2	current symbol	MGI:1924294	ENSMUSG00000033237
Arid3b	current symbol	MGI:1930768	ENSMUSG00000004661
Arid4a	current symbol	MGI:2444354	ENSMUSG00000048118
Arid4b	current symbol	MGI:2137512	ENSMUSG00000039219
Arid5b	current symbol	MGI:2175912	ENSMUSG00000019947
Arih1	current symbol	MGI:1344363	ENSMUSG00000025234
Arih2	current symbol	MGI:1344361	ENSMUSG00000064145
Arl13b	current symbol	MGI:1915396	ENSMUSG00000022911
Arl2	current symbol	MGI:1928393	ENSMUSG00000024944
Arl2bp	current symbol	MGI:1349429	ENSMUSG00000031776
Arl4a	current symbol	MGI:99437	ENSMUSG00000047446
Arl4c	current symbol	MGI:2445172	ENSMUSG00000049866
Arl4d	current symbol	MGI:1933155	ENSMUSG00000034936
Arl5c	current symbol	MGI:3028577	ENSMUSG00000038352
Arl6ip1	current symbol	MGI:1858943	ENSMUSG00000030654
Arl6ip4	current symbol	MGI:1929500	ENSMUSG00000029404
Arl6ip5	current symbol	MGI:1929501	ENSMUSG00000035199
Arl8b	current symbol	MGI:1914416	ENSMUSG00000030105
Armc1	current symbol	MGI:1921502	ENSMUSG00000027599
Armc2	current symbol	MGI:1916449	ENSMUSG00000071324
Armc5	current symbol	MGI:2384586	ENSMUSG00000042178
Armc8	current symbol	MGI:1921375	ENSMUSG00000032468
Arntl	old symbol	MGI:1096381	ENSMUSG00000055116
Arpc1a	current symbol	MGI:1928896	ENSMUSG00000029621
Arpc1b	current symbol	MGI:1343142	ENSMUSG00000029622
Arpc2	current symbol	MGI:1923959	ENSMUSG00000006304
Arpc3	current symbol	MGI:1928375	ENSMUSG00000029465
Arpc4	current symbol	MGI:1915339	ENSMUSG00000079426
Arpc5	current symbol	MGI:1915021	ENSMUSG00000008475
Arpc5l	current symbol	MGI:1921442	ENSMUSG00000026755
Arpp19	current symbol	MGI:1891691	ENSMUSG00000007656
Arrb1	current symbol	MGI:99473	ENSMUSG00000018909
Arrb2	current symbol	MGI:99474	ENSMUSG00000060216
Arrdc1	current symbol	MGI:2446136	ENSMUSG00000026972
Arrdc4	current symbol	MGI:1913662	ENSMUSG00000042659
Arsb	current symbol	MGI:88075	ENSMUSG00000042082
Arsb	human synonym	MGI:1930923	ENSMUSG00000022596
Arv1	current symbol	MGI:1916115	ENSMUSG00000031982
Arvcf	current symbol	MGI:109620	ENSMUSG00000118669
Asah1	current symbol	MGI:1277124	ENSMUSG00000031591
Asap1	current symbol	MGI:1342335	ENSMUSG00000022377
Asap3	current symbol	MGI:2684986	ENSMUSG00000036995
Asb1	current symbol	MGI:1929735	ENSMUSG00000026311
Asb13	current symbol	MGI:2145525	ENSMUSG00000033781
Asb3	current symbol	MGI:1929749	ENSMUSG00000020305
Ascc1	current symbol	MGI:1916340	ENSMUSG00000044475
Ascc3	current symbol	MGI:1925237	ENSMUSG00000038774
Ascl2	current symbol	MGI:96920	ENSMUSG00000009248
Asf1a	current symbol	MGI:1913653	ENSMUSG00000019857
Asf1b	current symbol	MGI:1914179	ENSMUSG00000005470
Ash2l	current symbol	MGI:1344416	ENSMUSG00000031575
Asl	human synonym	MGI:103202	ENSMUSG00000022407
Asl	current symbol	MGI:88084	ENSMUSG00000025533
Asna1	old symbol	MGI:1928379	ENSMUSG00000052456
Asns	current symbol	MGI:1350929	ENSMUSG00000029752
Asnsd1	current symbol	MGI:1917646	ENSMUSG00000026095
Asph	current symbol	MGI:1914186	ENSMUSG00000028207
Asphd2	current symbol	MGI:1920148	ENSMUSG00000029348
Aspm	current symbol	MGI:1334448	ENSMUSG00000033952
Asxl1	current symbol	MGI:2684063	ENSMUSG00000042548
Asxl2	current symbol	MGI:1922552	ENSMUSG00000037486
Atad1	current symbol	MGI:1915229	ENSMUSG00000013662
Atad2	current symbol	MGI:1917722	ENSMUSG00000022360
Atad2b	current symbol	MGI:2444798	ENSMUSG00000052812
Atad3a	current symbol	MGI:1919214	ENSMUSG00000029036
Atad5	current symbol	MGI:2442925	ENSMUSG00000017550
Atat1	current symbol	MGI:1913869	ENSMUSG00000024426
Ate1	current symbol	MGI:1333870	ENSMUSG00000030850
Atf2	current symbol	MGI:109349	ENSMUSG00000027104
Atf2	human synonym	MGI:107430	ENSMUSG00000022144
Atf3	current symbol	MGI:109384	ENSMUSG00000026628
Atf4	current symbol	MGI:88096	ENSMUSG00000042406
Atf5	current symbol	MGI:2141857	ENSMUSG00000038539
Atf6	current symbol	MGI:1926157	ENSMUSG00000026663
Atf6b	current symbol	MGI:105121	ENSMUSG00000015461
Atg10	current symbol	MGI:1914045	ENSMUSG00000021619
Atg12	current symbol	MGI:1914776	ENSMUSG00000032905
Atg13	current symbol	MGI:1196429	ENSMUSG00000027244
Atg14	current symbol	MGI:1261775	ENSMUSG00000037526
Atg16l1	current symbol	MGI:1924290	ENSMUSG00000026289
Atg16l2	current symbol	MGI:1920933	ENSMUSG00000047767
Atg2b	current symbol	MGI:1923809	ENSMUSG00000041341
Atg4d	current symbol	MGI:2444308	ENSMUSG00000002820
Atg7	current symbol	MGI:1921494	ENSMUSG00000030314
Atic	current symbol	MGI:1351352	ENSMUSG00000026192
Atl1	current symbol	MGI:1921241	ENSMUSG00000021066
Atl1	human synonym	MGI:1929913	ENSMUSG00000048251
Atl2	current symbol	MGI:1929492	ENSMUSG00000059811
Atl3	current symbol	MGI:1924270	ENSMUSG00000024759
Atm	current symbol	MGI:107202	ENSMUSG00000034218
Atmin	current symbol	MGI:2682328	ENSMUSG00000047388
Atn1	current symbol	MGI:104725	ENSMUSG00000004263
Atox1	current symbol	MGI:1333855	ENSMUSG00000018585
Atp10d	current symbol	MGI:2450125	ENSMUSG00000046808
Atp11a	current symbol	MGI:1354735	ENSMUSG00000031441
Atp13a1	current symbol	MGI:2180801	ENSMUSG00000031862
Atp13a2	current symbol	MGI:1922022	ENSMUSG00000036622
Atp13a3	current symbol	MGI:2685387	ENSMUSG00000022533
Atp1a1	current symbol	MGI:88105	ENSMUSG00000033161
Atp1a1	human synonym	MGI:88107	ENSMUSG00000040907
Atp1a1	human synonym	MGI:1351335	ENSMUSG00000007107
Atp1a2	current symbol	MGI:88106	ENSMUSG00000007097
Atp1a3	current symbol	MGI:88107	ENSMUSG00000040907
Atp1b1	current symbol	MGI:88108	ENSMUSG00000026576
Atp1b2	current symbol	MGI:88109	ENSMUSG00000041329
Atp1b3	current symbol	MGI:107788	ENSMUSG00000032412
Atp2a2	current symbol	MGI:88110	ENSMUSG00000029467
Atp2a3	current symbol	MGI:1194503	ENSMUSG00000020788
Atp2b1	current symbol	MGI:104653	ENSMUSG00000019943
Atp2b4	current symbol	MGI:88111	ENSMUSG00000026463
Atp5a1	old symbol	MGI:88115	ENSMUSG00000025428
Atp5b	old symbol	MGI:107801	ENSMUSG00000025393
Atp5c1	old symbol	MGI:1261437	ENSMUSG00000025781
Atp5e	old symbol	MGI:1855697	ENSMUSG00000016252
Atp5f1	old symbol	MGI:1100495	ENSMUSG00000000563
Atp5g3	old symbol	MGI:2442035	ENSMUSG00000018770
Atp5j2	old symbol	MGI:1927558	ENSMUSG00000038690
Atp5l	human synonym	MGI:3646788	ENSMUSG00000096486
Atp5l	old symbol	MGI:1351597	ENSMUSG00000038717
Atp5o	old symbol	MGI:106341	ENSMUSG00000022956
Atp5o	old symbol	MGI:106341	ENSMUSG00000116933
Atp6v0a1	current symbol	MGI:103286	ENSMUSG00000019302
Atp6v0a2	current symbol	MGI:104855	ENSMUSG00000038023
Atp6v0b	current symbol	MGI:1890510	ENSMUSG00000033379
Atp6v0e	current symbol	MGI:1328318	ENSMUSG00000015575
Atp6v1a	current symbol	MGI:1201780	ENSMUSG00000052459
Atp6v1b2	current symbol	MGI:109618	ENSMUSG00000006273
Atp6v1c1	current symbol	MGI:1913585	ENSMUSG00000022295
Atp6v1d	current symbol	MGI:1921084	ENSMUSG00000021114
Atp6v1e1	current symbol	MGI:894326	ENSMUSG00000019210
Atp8b2	current symbol	MGI:1859660	ENSMUSG00000060671
Atp8b2	rat synonym	MGI:1921633	ENSMUSG00000042520
Atp9a	current symbol	MGI:1330826	ENSMUSG00000027546
Atpaf2	current symbol	MGI:2180561	ENSMUSG00000042709
Atpif1	old symbol	MGI:1196457	ENSMUSG00000054428
Atrip	current symbol	MGI:1925349	ENSMUSG00000025646
Atrnl1	current symbol	MGI:2147749	ENSMUSG00000054843
Atxn10	current symbol	MGI:1859293	ENSMUSG00000016541
Atxn2	current symbol	MGI:1277223	ENSMUSG00000042605
Atxn2l	current symbol	MGI:2446242	ENSMUSG00000032637
Atxn7	current symbol	MGI:2179277	ENSMUSG00000021738
Atxn7l3	current symbol	MGI:3036270	ENSMUSG00000059995
Atxn7l3b	zebrafish symbol	MGI:3036270	ENSMUSG00000059995
Atxn7l3b	current symbol	MGI:1914971	ENSMUSG00000074748
Auh	current symbol	MGI:1338011	ENSMUSG00000021460
Aup1	current symbol	MGI:107789	ENSMUSG00000068328
Aurka	current symbol	MGI:894678	ENSMUSG00000027496
Aurkaip1	current symbol	MGI:1913327	ENSMUSG00000065990
Aurkb	current symbol	MGI:107168	ENSMUSG00000020897
Aurkb	zebrafish symbol	MGI:1321119	ENSMUSG00000070837
Auts2	current symbol	MGI:1919847	ENSMUSG00000029673
Aven	current symbol	MGI:1921518	ENSMUSG00000003604
Avpi1	current symbol	MGI:1916784	ENSMUSG00000018821
Azin1	current symbol	MGI:1859169	ENSMUSG00000037458
B230118H07Rik	old symbol	MGI:1915420	ENSMUSG00000027165
B230219D22Rik	current symbol	MGI:1925771	ENSMUSG00000045767
B3galnt1	current symbol	MGI:1349405	ENSMUSG00000043300
B3galnt2	current symbol	MGI:2145517	ENSMUSG00000039242
B3gnt2	current symbol	MGI:1889505	ENSMUSG00000051650
B3gnt7	current symbol	MGI:2384394	ENSMUSG00000079445
B3gntl1	current symbol	MGI:2441705	ENSMUSG00000046605
B4galnt1	current symbol	MGI:1342057	ENSMUSG00000006731
B4galnt4	current symbol	MGI:2652891	ENSMUSG00000055629
B4galt5	current symbol	MGI:1927169	ENSMUSG00000017929
B4galt6	current symbol	MGI:1928380	ENSMUSG00000056124
B630005N14Rik	old symbol	MGI:2141466	ENSMUSG00000042742
B9d1	current symbol	MGI:1351471	ENSMUSG00000001039
BC003331	old symbol	MGI:2385108	ENSMUSG00000006010
BC003331	Genbank	MGI:2385108	ENSMUSG00000006010
BC003965	old symbol	MGI:2670966	ENSMUSG00000067722
BC003965	Genbank	MGI:2670966	ENSMUSG00000067722
BC004004	current symbol	MGI:2136782	ENSMUSG00000052712
BC004004	Genbank	MGI:2136782	ENSMUSG00000052712
BC005537	current symbol	MGI:2441726	ENSMUSG00000019132
BC005537	Genbank	MGI:2441726	ENSMUSG00000019132
BC005624	current symbol	MGI:2385132	ENSMUSG00000026851
BC005624	Genbank	MGI:2385132	ENSMUSG00000026851
BC017158	old symbol	MGI:2384572	ENSMUSG00000030780
BC017158	Genbank	MGI:2384572	ENSMUSG00000030780
BC017643	old symbol	MGI:2384959	ENSMUSG00000039294
BC017643	Genbank	MGI:2384959	ENSMUSG00000039294
BC018242	old symbol	MGI:2384575	ENSMUSG00000040563
BC018242	Genbank	MGI:2384575	ENSMUSG00000040563
BC025920	current symbol	MGI:2670983	ENSMUSG00000074862
BC025920	Genbank	MGI:2670983	ENSMUSG00000074862
BC026585	old symbol	MGI:2448516	ENSMUSG00000033488
BC026585	Genbank	MGI:2448516	ENSMUSG00000033488
BC027231	old symbol	MGI:2384836	ENSMUSG00000036208
BC027231	Genbank	MGI:2384836	ENSMUSG00000036208
BC029214	old symbol	MGI:2442831	ENSMUSG00000047617
BC029214	Genbank	MGI:2442831	ENSMUSG00000047617
BC030867	old symbol	MGI:2387601	ENSMUSG00000034773
BC030867	Genbank	MGI:2387601	ENSMUSG00000034773
BC052040	old symbol	MGI:3026886	ENSMUSG00000040282
BC052040	Genbank	MGI:3026886	ENSMUSG00000040282
BC055324	old symbol	MGI:3590554	ENSMUSG00000041406
BC055324	Genbank	MGI:3590554	ENSMUSG00000041406
BC068281	old symbol	MGI:3040699	ENSMUSG00000051721
BC068281	Genbank	MGI:3040699	ENSMUSG00000051721
Bach1	current symbol	MGI:894680	ENSMUSG00000025612
Bach1	synonym	MGI:2442836	ENSMUSG00000034329
Bad	current symbol	MGI:1096330	ENSMUSG00000024959
Bag3	current symbol	MGI:1352493	ENSMUSG00000030847
Bag4	current symbol	MGI:1914634	ENSMUSG00000037316
Bag5	current symbol	MGI:1917619	ENSMUSG00000049792
Bag6	current symbol	MGI:1919439	ENSMUSG00000024392
Bahd1	current symbol	MGI:2139371	ENSMUSG00000040007
Baiap2	current symbol	MGI:2137336	ENSMUSG00000025372
Bak1	current symbol	MGI:1097161	ENSMUSG00000057789
Banf1	current symbol	MGI:1346330	ENSMUSG00000024844
Banp	current symbol	MGI:1889023	ENSMUSG00000025316
Bap1	current symbol	MGI:1206586	ENSMUSG00000021901
Bap1	synonym	MGI:1203522	ENSMUSG00000045095
Bap1	human synonym	MGI:1101759	ENSMUSG00000026484
Basp1	current symbol	MGI:1917600	ENSMUSG00000045763
Batf3	current symbol	MGI:1925491	ENSMUSG00000026630
Bax	current symbol	MGI:99702	ENSMUSG00000003873
Bax	synonym	MGI:97352	ENSMUSG00000022061
Baz1b	current symbol	MGI:1353499	ENSMUSG00000002748
Baz2a	current symbol	MGI:2151152	ENSMUSG00000040054
Baz2b	current symbol	MGI:2442782	ENSMUSG00000026987
Bbs10	current symbol	MGI:1919019	ENSMUSG00000035759
Bbs2	current symbol	MGI:2135267	ENSMUSG00000031755
Bbs4	current symbol	MGI:2143311	ENSMUSG00000025235
Bbx	current symbol	MGI:1917758	ENSMUSG00000022641
Bcam	current symbol	MGI:1929940	ENSMUSG00000002980
Bcam	human synonym	MGI:1276534	ENSMUSG00000030826
Bcap29	current symbol	MGI:101917	ENSMUSG00000020650
Bcas2	current symbol	MGI:1915433	ENSMUSG00000005687
Bcas3	current symbol	MGI:2385848	ENSMUSG00000059439
Bcat1	current symbol	MGI:104861	ENSMUSG00000030268
Bcat2	current symbol	MGI:1276534	ENSMUSG00000030826
Bccip	current symbol	MGI:1913415	ENSMUSG00000030983
Bcdin3d	current symbol	MGI:1922534	ENSMUSG00000037525
Bckdha	current symbol	MGI:107701	ENSMUSG00000060376
Bckdk	current symbol	MGI:1276121	ENSMUSG00000030802
Bcl10	current symbol	MGI:1337994	ENSMUSG00000028191
Bcl2l12	current symbol	MGI:1922986	ENSMUSG00000003190
Bcl2l13	current symbol	MGI:2136959	ENSMUSG00000009112
Bcl3	current symbol	MGI:88140	ENSMUSG00000053175
Bcl6b	current symbol	MGI:1278332	ENSMUSG00000000317
Bcl7b	current symbol	MGI:1332238	ENSMUSG00000029681
Bcl9l	current symbol	MGI:1933114	ENSMUSG00000063382
Bclaf1	current symbol	MGI:1917580	ENSMUSG00000037608
Bcmo1	old symbol	MGI:1926923	ENSMUSG00000031845
Bcs1l	current symbol	MGI:1914071	ENSMUSG00000026172
Bdh1	current symbol	MGI:1919161	ENSMUSG00000046598
Bdh2	current symbol	MGI:1917022	ENSMUSG00000028167
Bdp1	current symbol	MGI:1347077	ENSMUSG00000049658
Bdp1	human synonym	MGI:108410	ENSMUSG00000026126
Bend3	current symbol	MGI:2677212	ENSMUSG00000038214
Bend6	current symbol	MGI:2444572	ENSMUSG00000042182
Bet1	current symbol	MGI:1343104	ENSMUSG00000032757
Bet1	rat synonym	MGI:1913128	ENSMUSG00000025484
Bet1l	current symbol	MGI:1913128	ENSMUSG00000025484
Bfar	current symbol	MGI:1914368	ENSMUSG00000022684
Bhlhe40	current symbol	MGI:1097714	ENSMUSG00000030103
Bhmt2	current symbol	MGI:1891379	ENSMUSG00000042118
Bicd2	current symbol	MGI:1924145	ENSMUSG00000037933
Bid	current symbol	MGI:108093	ENSMUSG00000004446
Bik	current symbol	MGI:1206591	ENSMUSG00000016758
Bin1	current symbol	MGI:108092	ENSMUSG00000024381
Birc2	current symbol	MGI:1197009	ENSMUSG00000057367
Birc2	rat synonym	MGI:1197007	ENSMUSG00000032000
Birc5	current symbol	MGI:1203517	ENSMUSG00000017716
Birc6	current symbol	MGI:1276108	ENSMUSG00000024073
Blcap	current symbol	MGI:1858907	ENSMUSG00000067787
Blm	current symbol	MGI:1328362	ENSMUSG00000030528
Blmh	current symbol	MGI:1345186	ENSMUSG00000020840
Blvra	current symbol	MGI:88170	ENSMUSG00000001999
Blvrb	current symbol	MGI:2385271	ENSMUSG00000040466
Blzf1	current symbol	MGI:1201607	ENSMUSG00000026577
Bmi1	current symbol	MGI:88174	ENSMUSG00000026739
Bmp4	current symbol	MGI:88180	ENSMUSG00000021835
Bmpr1a	current symbol	MGI:1338938	ENSMUSG00000021796
Bms1	current symbol	MGI:2446132	ENSMUSG00000030138
Bnip3l	current symbol	MGI:1332659	ENSMUSG00000022051
Bnip3l	human symbol	MGI:3642435	ENSMUSG00000073198
Bod1l	current symbol	MGI:2444804	ENSMUSG00000061755
Bok	current symbol	MGI:1858494	ENSMUSG00000026278
Bola1	current symbol	MGI:1916418	ENSMUSG00000015943
Bop1	current symbol	MGI:1334460	ENSMUSG00000022557
Bpgm	current symbol	MGI:1098242	ENSMUSG00000038871
Bpnt1	current symbol	MGI:1338800	ENSMUSG00000026617
Bptf	current symbol	MGI:2444008	ENSMUSG00000040481
Brca1	current symbol	MGI:104537	ENSMUSG00000017146
Brca2	current symbol	MGI:109337	ENSMUSG00000041147
Brd1	current symbol	MGI:1924161	ENSMUSG00000022387
Brd2	current symbol	MGI:99495	ENSMUSG00000024335
Brd3	current symbol	MGI:1914632	ENSMUSG00000026918
Brd4	current symbol	MGI:1888520	ENSMUSG00000024002
Brd7	current symbol	MGI:1349766	ENSMUSG00000031660
Brd8	current symbol	MGI:1925906	ENSMUSG00000003778
Brf1	current symbol	MGI:1919558	ENSMUSG00000011158
Brf1	synonym	MGI:107946	ENSMUSG00000021127
Brf2	current symbol	MGI:1913903	ENSMUSG00000031487
Brf2	synonym	MGI:107945	ENSMUSG00000045817
Bri3bp	current symbol	MGI:1924059	ENSMUSG00000037905
Brip1	current symbol	MGI:2442836	ENSMUSG00000034329
Brip1	human synonym	MGI:2137228	ENSMUSG00000021607
Brix1	current symbol	MGI:1915082	ENSMUSG00000022247
