ATAC summit (left anchor),ATAC summit (right anchor)
chr1:184733114-184733115,chr1:184034177-184034178
chr1:185204424-185204425,chr1:184845970-184845971
chr1:185218050-185218051,chr1:184845970-184845971
chr1:185218050-185218051,chr1:185204424-185204425
chr1:186455115-186455116,chr1:186449512-186449513
chr1:189887162-189887163,chr1:189728201-189728202
chr1:189922262-189922263,chr1:189887162-189887163
chr1:190928609-190928610,chr1:190911557-190911558
chr1:192789407-192789408,chr1:192137202-192137203
chr1:192730555-192730556,chr1:192137202-192137203
chr1:192736055-192736056,chr1:192137202-192137203
chr1:192780228-192780229,chr1:192090985-192090986
chr1:192789407-192789408,chr1:192137202-192137203
chr1:192799234-192799235,chr1:192736055-192736056
chr1:192823011-192823012,chr1:192780228-192780229
chr1:192850813-192850814,chr1:192137202-192137203
chr1:192854943-192854944,chr1:192789407-192789408
chr1:192858654-192858655,chr1:192789407-192789408
chr1:193130350-193130351,chr1:192137202-192137203
chr1:192789407-192789408,chr1:192789407-192789408
chr1:193130350-193130351,chr1:192799234-192799235
chr1:192789407-192789408,chr1:192137202-192137203
chr1:192799234-192799235,chr1:192789407-192789408
chr1:192806443-192806444,chr1:192799234-192799235
chr1:192823011-192823012,chr1:192823011-192823012
chr1:192850813-192850814,chr1:192137202-192137203
chr1:192854943-192854944,chr1:192789407-192789408
chr1:193130350-193130351,chr1:192137202-192137203
chr1:193189032-193189033,chr1:192137202-192137203
chr1:193400011-193400012,chr1:192736055-192736056
chr1:192823011-192823012,chr1:192789407-192789408
chr1:192850813-192850814,chr1:192789407-192789408
chr1:192850813-192850814,chr1:192789407-192789408
chr1:193414247-193414248,chr1:193400011-193400012
chr1:194619858-194619859,chr1:193400011-193400012
chr10:4387070-4387071,chr10:4028347-4028348
chr10:5208397-5208398,chr10:5194778-5194779
chr10:8117037-8117038,chr10:7956496-7956497
chr10:8176219-8176220,chr10:7956496-7956497
chr10:8518465-8518466,chr10:7956496-7956497
chr10:8762387-8762388,chr10:8748151-8748152
chr10:8768786-8768787,chr10:8762387-8762388
chr10:8772817-8772818,chr10:8762387-8762388
chr10:11149381-11149382,chr10:10556957-10556958
chr10:12869258-12869259,chr10:12694680-12694681
chr10:12869258-12869259,chr10:12786977-12786978
chr10:12879389-12879390,chr10:12869258-12869259
chr10:12922573-12922574,chr10:12869258-12869259
chr10:13965428-13965429,chr10:13665576-13665577
chr10:14018275-14018276,chr10:13665576-13665577
chr10:14055726-14055727,chr10:13553154-13553155
chr10:13965428-13965429,chr10:13572625-13572626
chr10:13832636-13832637,chr10:13665576-13665577
chr10:13869709-13869710,chr10:13689010-13689011
chr10:13965428-13965429,chr10:13775278-13775279
chr10:14018275-14018276,chr10:13782644-13782645
chr10:13965428-13965429,chr10:13788351-13788352
chr10:13965428-13965429,chr10:13832636-13832637
chr10:13965428-13965429,chr10:13869709-13869710
chr10:13965428-13965429,chr10:13553154-13553155
chr10:13965428-13965429,chr10:13665576-13665577
chr10:13965428-13965429,chr10:13965428-13965429
chr10:14018275-14018276,chr10:13965428-13965429
chr10:14048710-14048711,chr10:13553154-13553155
chr10:14055726-14055727,chr10:13965428-13965429
chr10:14313592-14313593,chr10:14048710-14048711
chr10:14385781-14385782,chr10:13965428-13965429
chr10:14055726-14055727,chr10:13965428-13965429
chr10:17723402-17723403,chr10:16545976-16545977
chr10:16553618-16553619,chr10:16545976-16545977
chr10:17013892-17013893,chr10:16553618-16553619
chr10:17723402-17723403,chr10:16578435-16578436
chr10:17013892-17013893,chr10:16623487-16623488
chr10:17723402-17723403,chr10:16499296-16499297
chr10:17013892-17013893,chr10:16545976-16545977
chr10:17723402-17723403,chr10:16553618-16553619
chr10:17013892-17013893,chr10:16578435-16578436
chr10:17723402-17723403,chr10:16623487-16623488
chr10:17723402-17723403,chr10:16874735-16874736
chr10:17723402-17723403,chr10:17005620-17005621
chr10:17723402-17723403,chr10:17013892-17013893
chr10:17723402-17723403,chr10:17042998-17042999
chr10:17723402-17723403,chr10:17175728-17175729
chr10:17723402-17723403,chr10:17347955-17347956
chr10:17723402-17723403,chr10:17364458-17364459
chr10:17723402-17723403,chr10:17655404-17655405
chr10:18433488-18433489,chr10:18023261-18023262
chr10:19046150-19046151,chr10:19015445-19015446
chr10:19126658-19126659,chr10:19015445-19015446
chr10:20952935-20952936,chr10:20312523-20312524
chr10:20971174-20971175,chr10:20312523-20312524
chr10:21784498-21784499,chr10:21399495-21399496
chr10:21790540-21790541,chr10:21399495-21399496
chr10:21796173-21796174,chr10:21411884-21411885
chr10:21829083-21829084,chr10:21784498-21784499
chr10:21834024-21834025,chr10:21399495-21399496
chr10:21994133-21994134,chr10:21399495-21399496
chr10:21790540-21790541,chr10:21411884-21411885
chr10:21829083-21829084,chr10:21399495-21399496
chr10:21790540-21790541,chr10:21399495-21399496
chr10:21994133-21994134,chr10:21784498-21784499
chr10:21994133-21994134,chr10:21790540-21790541
chr10:21994133-21994134,chr10:21796173-21796174
chr10:21994133-21994134,chr10:21834024-21834025
chr10:23787735-23787736,chr10:23177039-23177040
chr10:23185533-23185534,chr10:22731587-22731588
chr10:23787735-23787736,chr10:23177039-23177040
chr10:23787735-23787736,chr10:23185533-23185534
chr10:23787735-23787736,chr10:23204734-23204735
chr10:24149655-24149656,chr10:23787735-23787736
chr10:24164424-24164425,chr10:23787735-23787736
chr10:24596129-24596130,chr10:24380477-24380478
chr10:24596129-24596130,chr10:24392167-24392168
chr10:24392167-24392168,chr10:24380477-24380478
chr10:24447447-24447448,chr10:24392167-24392168
chr10:24477630-24477631,chr10:24397572-24397573
chr10:24589254-24589255,chr10:24380477-24380478
chr10:24596129-24596130,chr10:24392167-24392168
chr10:24596129-24596130,chr10:24397572-24397573
chr10:24397572-24397573,chr10:24447447-24447448
chr10:24447447-24447448,chr10:24477630-24477631
chr10:24477630-24477631,chr10:24392167-24392168
chr10:24581273-24581274,chr10:24447447-24447448
chr10:24589254-24589255,chr10:24477630-24477631
chr10:24596129-24596130,chr10:24380477-24380478
chr10:24447447-24447448,chr10:24392167-24392168
chr10:24477630-24477631,chr10:24397572-24397573
chr10:24589254-24589255,chr10:24447447-24447448
chr10:24596129-24596130,chr10:24477630-24477631
chr10:24477630-24477631,chr10:24581273-24581274
chr10:24581273-24581274,chr10:24210687-24210688
chr10:24589254-24589255,chr10:24374550-24374551
chr10:24596129-24596130,chr10:24380477-24380478
chr10:24554296-24554297,chr10:24388619-24388620
chr10:24581273-24581274,chr10:24392167-24392168
chr10:24589254-24589255,chr10:24397572-24397573
chr10:24596129-24596130,chr10:24447447-24447448
chr10:24596129-24596130,chr10:24477630-24477631
chr10:24589254-24589255,chr10:24554296-24554297
chr10:24596129-24596130,chr10:24581273-24581274
chr10:24596129-24596130,chr10:24589254-24589255
chr10:25714257-25714258,chr10:25275902-25275903
chr10:25790003-25790004,chr10:25272031-25272032
chr10:26079004-26079005,chr10:25272031-25272032
chr10:25297010-25297011,chr10:25714257-25714258
chr10:26079004-26079005,chr10:25272031-25272032
chr10:26079004-26079005,chr10:25275902-25275903
chr10:26079004-26079005,chr10:25520738-25520739
chr10:25790003-25790004,chr10:25695459-25695460
chr10:26079004-26079005,chr10:25714257-25714258
chr10:26079004-26079005,chr10:25790003-25790004
chr10:26374899-26374900,chr10:26359297-26359298
chr10:26492156-26492157,chr10:26374899-26374900
chr10:26564554-26564555,chr10:26374899-26374900
chr10:26805071-26805072,chr10:26374899-26374900
chr10:26894455-26894456,chr10:26374899-26374900
chr10:26900518-26900519,chr10:26374899-26374900
chr10:26995871-26995872,chr10:26374899-26374900
chr10:29362127-29362128,chr10:29313548-29313549
chr10:32064723-32064724,chr10:31608663-31608664
chr10:34206279-34206280,chr10:34019082-34019083
chr10:34281786-34281787,chr10:34194569-34194570
chr10:34296936-34296937,chr10:34019082-34019083
chr10:34206279-34206280,chr10:34019082-34019083
chr10:34296936-34296937,chr10:34281786-34281787
chr10:39522392-39522393,chr10:39171042-39171043
chr10:39614533-39614534,chr10:39171042-39171043
chr10:39614533-39614534,chr10:39261993-39261994
chr10:40301943-40301944,chr10:40257629-40257630
chr10:40521871-40521872,chr10:40301943-40301944
chr10:40882742-40882743,chr10:40257629-40257630
chr10:40349100-40349101,chr10:40257629-40257630
chr10:41477084-41477085,chr10:41450230-41450231
chr10:42276146-42276147,chr10:41519135-41519136
chr10:41809964-41809965,chr10:41477084-41477085
chr10:42276146-42276147,chr10:41519135-41519136
chr10:42276146-42276147,chr10:41809964-41809965
chr10:42502070-42502071,chr10:41866105-41866106
chr10:42276146-42276147,chr10:41887369-41887370
chr10:42276146-42276147,chr10:42260902-42260903
chr10:42276146-42276147,chr10:41809964-41809965
chr10:42762328-42762329,chr10:42478107-42478108
chr10:42502070-42502071,chr10:42276146-42276147
chr10:42762328-42762329,chr10:42502070-42502071
chr10:43902418-43902419,chr10:43479518-43479519
chr10:45066968-45066969,chr10:44518896-44518897
chr10:44875095-44875096,chr10:44268435-44268436
chr10:52418481-52418482,chr10:52234052-52234053
chr10:52418481-52418482,chr10:52382920-52382921
chr10:52418481-52418482,chr10:52400335-52400336
chr10:56783452-56783453,chr10:56377499-56377500
chr10:58446385-58446386,chr10:58322330-58322331
chr10:59221908-59221909,chr10:58811744-58811745
chr10:59323853-59323854,chr10:59311061-59311062
chr10:59334564-59334565,chr10:59323853-59323854
chr10:59879373-59879374,chr10:59510721-59510722
chr10:59900040-59900041,chr10:59510721-59510722
chr10:59578665-59578666,chr10:59510721-59510722
chr10:59616619-59616620,chr10:59323853-59323854
chr10:59638627-59638628,chr10:59510721-59510722
chr10:59879373-59879374,chr10:59323853-59323854
chr10:59900040-59900041,chr10:59510721-59510722
chr10:59900040-59900041,chr10:59879373-59879374
chr10:59909767-59909768,chr10:59900040-59900041
chr10:59919005-59919006,chr10:59900040-59900041
chr10:59951890-59951891,chr10:59909767-59909768
chr10:59919005-59919006,chr10:59900040-59900041
chr10:59951890-59951891,chr10:59909767-59909768
chr10:59951890-59951891,chr10:59919005-59919006
chr10:60816996-60816997,chr10:60353573-60353574
chr10:60379919-60379920,chr10:60353573-60353574
chr10:60752928-60752929,chr10:60277603-60277604
chr10:60816996-60816997,chr10:60353573-60353574
chr10:60827002-60827003,chr10:60771258-60771259
chr10:60831664-60831665,chr10:60795255-60795256
chr10:60816996-60816997,chr10:60808797-60808798
chr10:60816996-60816997,chr10:60816996-60816997
chr10:60816996-60816997,chr10:60353573-60353574
chr10:60823019-60823020,chr10:60816996-60816997
chr10:60827002-60827003,chr10:60353573-60353574
chr10:60831664-60831665,chr10:60816996-60816997
chr10:61123725-61123726,chr10:60823019-60823020
chr10:60831664-60831665,chr10:60816996-60816997
chr10:61148086-61148087,chr10:61123725-61123726
chr10:61695255-61695256,chr10:61680204-61680205
chr10:63382841-63382842,chr10:63023825-63023826
chr10:66927941-66927942,chr10:66921992-66921993
chr10:67003630-67003631,chr10:66921992-66921993
chr10:67186444-67186445,chr10:66927941-66927942
chr10:67003630-67003631,chr10:66921992-66921993
chr10:67186444-67186445,chr10:67126254-67126255
chr10:67537573-67537574,chr10:67528650-67528651
chr10:67548926-67548927,chr10:67537573-67537574
chr10:67747919-67747920,chr10:67537573-67537574
chr10:67755740-67755741,chr10:67537573-67537574
chr10:68007935-68007936,chr10:67537573-67537574
chr10:68090922-68090923,chr10:68002255-68002256
chr10:68136573-68136574,chr10:67537573-67537574
chr10:68007935-68007936,chr10:68002255-68002256
chr10:68090922-68090923,chr10:68007935-68007936
chr10:68136573-68136574,chr10:68007935-68007936
chr10:68090922-68090923,chr10:68090922-68090923
chr10:68104893-68104894,chr10:67537573-67537574
chr10:68136573-68136574,chr10:68002255-68002256
chr10:68104893-68104894,chr10:68007935-68007936
chr10:68136573-68136574,chr10:68104893-68104894
chr10:69777768-69777769,chr10:69756695-69756696
chr10:72654332-72654333,chr10:71346253-71346254
chr10:75221819-75221820,chr10:75211992-75211993
chr10:75252482-75252483,chr10:75211992-75211993
chr10:75921759-75921760,chr10:75898932-75898933
chr10:75931458-75931459,chr10:75921759-75921760
chr10:75938254-75938255,chr10:75921759-75921760
chr10:75938254-75938255,chr10:75931458-75931459
chr10:76728283-76728284,chr10:76635129-76635130
chr10:76645313-76645314,chr10:76635129-76635130
chr10:76649784-76649785,chr10:76649784-76649785
chr10:76728283-76728284,chr10:76623718-76623719
chr10:76728283-76728284,chr10:76635129-76635130
chr10:76669050-76669051,chr10:76645313-76645314
chr10:76728283-76728284,chr10:76649784-76649785
chr10:76733553-76733554,chr10:76669050-76669051
chr10:76728283-76728284,chr10:76649784-76649785
chr10:76733553-76733554,chr10:76728283-76728284
chr10:77252002-77252003,chr10:77211103-77211104
chr10:77582744-77582745,chr10:77515817-77515818
chr10:77623308-77623309,chr10:77570007-77570008
chr10:77582744-77582745,chr10:77515817-77515818
chr10:77623308-77623309,chr10:77582744-77582745
chr10:77978221-77978222,chr10:77623308-77623309
chr10:78009805-78009806,chr10:77623308-77623309
chr10:78426099-78426100,chr10:78412951-78412952
chr10:78592059-78592060,chr10:78574512-78574513
chr10:79097972-79097973,chr10:78574512-78574513
chr10:79106370-79106371,chr10:78592059-78592060
chr10:79116736-79116737,chr10:78716705-78716706
chr10:79097972-79097973,chr10:78722118-78722119
chr10:79102171-79102172,chr10:78592059-78592060
chr10:79106370-79106371,chr10:78574512-78574513
chr10:79116736-79116737,chr10:78592059-78592060
chr10:79097972-79097973,chr10:79097972-79097973
chr10:79097972-79097973,chr10:78574512-78574513
chr10:79106370-79106371,chr10:78592059-78592060
chr10:79116736-79116737,chr10:79097972-79097973
chr10:79853441-79853442,chr10:79794075-79794076
chr10:79853441-79853442,chr10:79824644-79824645
chr10:79853441-79853442,chr10:79841046-79841047
chr10:79926703-79926704,chr10:79853441-79853442
chr10:79986520-79986521,chr10:79853441-79853442
chr10:79908578-79908579,chr10:79841046-79841047
chr10:79917831-79917832,chr10:79853441-79853442
chr10:79926703-79926704,chr10:79908578-79908579
chr10:79960061-79960062,chr10:79917831-79917832
chr10:79986520-79986521,chr10:79853441-79853442
chr10:80073628-80073629,chr10:79926703-79926704
chr10:80102591-80102592,chr10:79841046-79841047
chr10:80115700-80115701,chr10:79853441-79853442
chr10:80142438-80142439,chr10:79908578-79908579
chr10:80150824-80150825,chr10:79926703-79926704
chr10:80160057-80160058,chr10:79960061-79960062
chr10:80165810-80165811,chr10:79986520-79986521
chr10:80226411-80226412,chr10:79986520-79986521
chr10:80249352-80249353,chr10:79986520-79986521
chr10:80261341-80261342,chr10:80039784-80039785
chr10:79926703-79926704,chr10:79853441-79853442
chr10:79986520-79986521,chr10:79986520-79986521
chr10:79926703-79926704,chr10:80039784-80039785
chr10:79960061-79960062,chr10:80053440-80053441
chr10:79986520-79986521,chr10:79986520-79986521
chr10:80115700-80115701,chr10:80073628-80073629
chr10:80142438-80142439,chr10:79853441-79853442
chr10:80150824-80150825,chr10:79986520-79986521
chr10:80165810-80165811,chr10:80039784-80039785
chr10:79986520-79986521,chr10:80053440-80053441
chr10:79996148-79996149,chr10:80073628-80073629
chr10:80039784-80039785,chr10:80084993-80084994
chr10:80053440-80053441,chr10:79986520-79986521
chr10:80073628-80073629,chr10:80073628-80073629
chr10:80084993-80084994,chr10:80102591-80102592
chr10:80102591-80102592,chr10:79853441-79853442
chr10:80107690-80107691,chr10:79926703-79926704
chr10:80115700-80115701,chr10:79986520-79986521
chr10:80142438-80142439,chr10:80039784-80039785
chr10:80150824-80150825,chr10:80053440-80053441
chr10:80160057-80160058,chr10:80073628-80073629
chr10:80165810-80165811,chr10:80102591-80102592
chr10:80172848-80172849,chr10:80107690-80107691
chr10:80261341-80261342,chr10:79853441-79853442
chr10:80264824-80264825,chr10:79926703-79926704
